"IVS1_Code","IVS1_Label","ivs_iti4","IVS2_Label","N2SpTFA","NZMGE","NZMGN","NZTM.E","NZTM.N","Island","Is.Code","TFA","TFA.Code","Territorial.Authority","TLA.code","RTO","RTO.code","Region","Region.code","Longitude","Latitude","ivs_iti5","RTO_mbiemaps"
1130010,"Aoraki / Mount Cook National Park","ivs_iti4_1130010","Aoraki / Mount Cook National Park",1,2287976,5731623,1378000,5170000,"South",2,"Aoraki / Mt / Mount Cook National Park",113,"Mackenzie District",65,"Mackenzie RTO / Canterbury RTO",23,"Canterbury Region",13,170.249951714906,-43.5898959830927,"ivs_iti5_1130010","South Canterbury"
1140030,"Lake Tekapo","ivs_iti4_1140030","Lake Tekapo",3,2308253,5686371,1398287,5124741,"South",2,"Lake Tekapo",114,"Mackenzie District",65,"Mackenzie RTO / Canterbury RTO",23,"Canterbury Region",13,170.483975161702,-44.0027768397063,"ivs_iti5_1140030","South Canterbury"
1150050,"Fairlie","ivs_iti4_1150050","Fairlie",5,2336078,5676455,1426118,5114831,"South",2,"Twizel",115,"Mackenzie District",65,"Mackenzie RTO / Canterbury RTO",23,"Canterbury Region",13,170.827594880152,-44.0990522791723,"ivs_iti5_1150050","South Canterbury"
1150070,"Twizel","ivs_iti4_1150070","Twizel",7,2278461,5657219,1368497,5095571,"South",2,"Twizel",115,"Mackenzie District",65,"Mackenzie RTO / Canterbury RTO",23,"Canterbury Region",13,170.10001825533,-44.2562862719894,"ivs_iti5_1150070","South Canterbury"
1160040,"St / Saint Andrews","ivs_iti4_1160040","St / Saint Andrews",4,2366163,5629328,1456222,5067718,"South",2,"Waimate",116,"Waimate District",66,"Canterbury RTO",20,"Canterbury Region",13,171.190512276958,-44.5295324281542,"ivs_iti5_1160040","Christchurch"
1160120,"Waimate","ivs_iti4_1160120","Waimate",12,2355941,5606438,1446015,5044825,"South",2,"Waimate",116,"Waimate District",66,"Canterbury RTO",20,"Canterbury Region",13,171.055256276172,-44.7334015310494,"ivs_iti5_1160120","Christchurch"
1160170,"Glenavy","ivs_iti4_1160170","Glenavy",17,2360177,5586374,1450264,5024766,"South",2,"Waimate",116,"Waimate District",66,"Canterbury RTO",20,"Canterbury Region",13,171.102977325428,-44.9147789421014,"ivs_iti5_1160170","Christchurch"
1170030,"Omarama","ivs_iti4_1170030","Omarama",3,2267890,5631404,1357934,5069742,"South",2,"Omarama",117,"Waitaki District",68,"Waitaki RTO",24,"Canterbury Region",13,169.95586330856,-44.485061414109,"ivs_iti5_1170030","Waitaki RTO"
1170050,"Otematata","ivs_iti4_1170050","Otematata",5,2287131,5618481,1377189,5056825,"South",2,"Omarama",117,"Waitaki District",68,"Waitaki RTO",24,"Canterbury Region",13,170.192123775299,-44.6074039235182,"ivs_iti5_1170050","Waitaki RTO"
1170070,"Aviemore","ivs_iti4_1170070","Aviemore",7,2299333,5612762,1389398,5051112,"South",2,"Omarama",117,"Waitaki District",68,"Waitaki RTO",24,"Canterbury Region",13,170.343468273462,-44.6624577069643,"ivs_iti5_1170070","Waitaki RTO"
1170110,"Duntroon","ivs_iti4_1170110","Duntroon",11,2326164,5592055,1416248,5030421,"South",2,"Omarama",117,"Waitaki District",68,"Waitaki RTO",24,"Canterbury Region",13,170.674398587592,-44.8559454897505,"ivs_iti5_1170110","Waitaki RTO"
1180070,"Oamaru","ivs_iti4_1180070","Oamaru",7,2350152,5565906,1440256,5004292,"South",2,"Oamaru",118,"Waitaki District",68,"Waitaki RTO",24,"Otago Region",14,170.969763330343,-45.0967927582919,"ivs_iti5_1180070","Waitaki RTO"
1180100,"Kakanui","ivs_iti4_1180100","Kakanui",10,2345663,5556663,1435243,4994976,"South",2,"Oamaru",118,"Waitaki District",68,"Waitaki RTO",24,"Otago Region",14,170.903022794836,-45.1794464360826,"ivs_iti5_1180100","Waitaki RTO"
1180120,"Herbert","ivs_iti4_1180120","Herbert",12,2335958,5551070,1426077,4989444,"South",2,"Oamaru",118,"Waitaki District",68,"Waitaki RTO",24,"Otago Region",14,170.784514390687,-45.2270051215011,"ivs_iti5_1180120","Waitaki RTO"
1180140,"Moeraki","ivs_iti4_1180140","Moeraki",14,2340051,5541391,1429024,4980250,"South",2,"Oamaru",118,"Waitaki District",68,"Waitaki RTO",24,"Otago Region",14,170.818860145968,-45.3104268034856,"ivs_iti5_1180140","Waitaki RTO"
1190050,"Palmerston","ivs_iti4_1190050","Palmerston",5,2331411,5522630,1421561,4961000,"South",2,"Palmerston",119,"Waitaki District",68,"Waitaki RTO",24,"Otago Region",14,170.716763345206,-45.4817072649823,"ivs_iti5_1190050","Waitaki RTO"
1200070,"Cromwell","ivs_iti4_1200070","Cromwell",7,2210885,5567269,1300941,5005526,"South",2,"Cromwell",120,"Central Otago District",69,"Central Otago RTO",28,"Otago Region",14,169.20289018483,-45.0405653399652,"ivs_iti5_1200070","Central Otago RTO"
1210050,"Becks","ivs_iti4_1210050","Becks",5,2253069,5574050,1343147,5012350,"South",2,"Ranfurly",121,"Central Otago District",69,"Central Otago RTO",28,"Otago Region",14,169.741317763468,-44.995789897685,"ivs_iti5_1210050","Central Otago RTO"
1210090,"Ranfurly","ivs_iti4_1210090","Ranfurly",9,2281762,5560224,1371865,4998546,"South",2,"Ranfurly",121,"Central Otago District",69,"Central Otago RTO",28,"Otago Region",14,170.098890829693,-45.1297035455467,"ivs_iti5_1210090","Central Otago RTO"
1220020,"Omakau","ivs_iti4_1220020","Omakau",2,2242345,5562206,1332428,5000490,"South",2,"Alexandra",122,"Central Otago District",69,"Central Otago RTO",28,"Otago Region",14,169.599244463032,-45.0984051827506,"ivs_iti5_1220020","Central Otago RTO"
1220110,"Alexandra","ivs_iti4_1220110","Alexandra",11,2226753,5544491,1316845,4982747,"South",2,"Alexandra",122,"Central Otago District",69,"Central Otago RTO",28,"Otago Region",14,169.391505034735,-45.2517405036881,"ivs_iti5_1220110","Central Otago RTO"
1220140,"Roxburgh","ivs_iti4_1220140","Roxburgh",14,2222254,5512153,1312383,4950381,"South",2,"Alexandra",122,"Central Otago District",69,"Central Otago RTO",28,"Otago Region",14,169.315888775727,-45.5406672588215,"ivs_iti5_1220140","Central Otago RTO"
1230035,"Routeburn Track","ivs_iti4_1230035","Routeburn Track",35,2116696,5570951,1206638,5009127,"South",2,"Mt / Mount Aspiring National Park ( Queenstown-Lakes ) ",123,"Queenstown-Lakes District",70,"Lake Wanaka RTO",26,"Otago Region",14,168.012349329619,-44.9622693159257,"ivs_iti5_1230035","Lake Wanaka RTO"
1240020,"Lake Hawea","ivs_iti4_1240020","Lake Hawea",2,2214129,5619608,1304149,5057909,"South",2,"Wanaka",124,"Queenstown-Lakes District",70,"Lake Wanaka RTO",26,"Otago Region",14,169.273993313479,-44.5713540064459,"ivs_iti5_1240020","Lake Wanaka RTO"
1240040,"Glendhu Bay","ivs_iti4_1240040","Glendhu Bay",4,2194221,5607769,1284231,5046048,"South",2,"Wanaka",124,"Queenstown-Lakes District",70,"Lake Wanaka RTO",26,"Otago Region",14,169.016437049965,-44.6694235906291,"ivs_iti5_1240040","Lake Wanaka RTO"
1240060,"Wanaka","ivs_iti4_1240060","Wanaka",6,2203952,5605411,1293972,5043694,"South",2,"Wanaka",124,"Queenstown-Lakes District",70,"Lake Wanaka RTO",26,"Otago Region",14,169.137634570494,-44.6947842810185,"ivs_iti5_1240060","Lake Wanaka RTO"
1240080,"Cardrona","ivs_iti4_1240080","Cardrona",8,2193891,5584329,1283918,5022586,"South",2,"Wanaka",124,"Queenstown-Lakes District",70,"Lake Wanaka RTO",26,"Otago Region",14,168.997948417516,-44.8799834571463,"ivs_iti5_1240080","Lake Wanaka RTO"
1250020,"Glenorchy","ivs_iti4_1250020","Glenorchy",2,2145209,5585298,1235180,5023518,"South",2,"Queenstown",125,"Queenstown-Lakes District",70,"Queenstown RTO",27,"Otago Region",14,168.383394235615,-44.8483604041459,"ivs_iti5_1250020","Queenstown RTO"
1250060,"Queenstown","ivs_iti4_1250060","Queenstown",6,2168437,5566251,1258453,5004467,"South",2,"Queenstown",125,"Queenstown-Lakes District",70,"Queenstown RTO",27,"Otago Region",14,168.664157411692,-45.0308835866401,"ivs_iti5_1250060","Queenstown RTO"
1260010,"Arrowtown","ivs_iti4_1260010","Arrowtown",1,2181604,5576689,1271625,5014928,"South",2,"Arrowtown",126,"Queenstown-Lakes District",70,"Queenstown RTO",27,"Otago Region",14,168.837735329169,-44.9431842923065,"ivs_iti5_1260010","Queenstown RTO"
1270030,"Middlemarch","ivs_iti4_1270030","Middlemarch",3,2284709,5518722,1374859,4957035,"South",2,"Dunedin",127,"Dunedin City",71,"Dunedin RTO",29,"Otago Region",14,170.118045233042,-45.5038518287035,"ivs_iti5_1270030","Dunedin RTO"
1270050,"Waikouaiti","ivs_iti4_1270050","Waikouaiti",5,2328937,5509456,1419103,4947824,"South",2,"Dunedin",127,"Dunedin City",71,"Dunedin RTO",29,"Otago Region",14,170.680467260303,-45.599575449758,"ivs_iti5_1270050","Dunedin RTO"
1270260,"Dunedin","ivs_iti4_1270260","Dunedin",26,2316099,5478465,1406308,4916816,"South",2,"Dunedin",127,"Dunedin City",71,"Dunedin RTO",29,"Otago Region",14,170.504156671247,-45.8749595305832,"ivs_iti5_1270260","Dunedin RTO"
1270330,"Mosgiel","ivs_iti4_1270330","Mosgiel",33,2310000,5474705,1400215,4913047,"South",2,"Dunedin",127,"Dunedin City",71,"Dunedin RTO",29,"Otago Region",14,170.424156349178,-45.9071070299808,"ivs_iti5_1270330","Dunedin RTO"
1270380,"Brighton","ivs_iti4_1270380","Brighton",38,2302600,5469700,1392823,4908031,"South",2,"Dunedin",127,"Dunedin City",71,"Dunedin RTO",29,"Otago Region",14,170.326786651322,-45.9500170521205,"ivs_iti5_1270380","Dunedin RTO"
1280090,"Lawrence","ivs_iti4_1280090","Lawrence",9,2252684,5471496,1342892,4909746,"South",2,"Balclutha",128,"Clutha District",72,"Clutha",30,"Otago Region",14,169.684430334051,-45.9177338334278,"ivs_iti5_1280090","Clutha"
1280110,"Tapanui","ivs_iti4_1280110","Tapanui",11,2220137,5466952,1310334,4905144,"South",2,"Balclutha",128,"Clutha District",72,"Clutha",30,"Otago Region",14,169.262647500039,-45.9461243862456,"ivs_iti5_1280110","Clutha"
1280240,"Milton","ivs_iti4_1280240","Milton",24,2275166,5449888,1365418,4888169,"South",2,"Balclutha",128,"Clutha District",72,"Clutha",30,"Otago Region",14,169.963881169163,-46.1197170834331,"ivs_iti5_1280240","Clutha"
1280300,"Clinton","ivs_iti4_1280300","Clinton",30,2230476,5439144,1320730,4877337,"South",2,"Balclutha",128,"Clutha District",72,"Clutha",30,"Otago Region",14,169.380190552183,-46.2002009255742,"ivs_iti5_1280300","Clutha"
1280320,"Balclutha","ivs_iti4_1280320","Balclutha",32,2259015,5436476,1349288,4874723,"South",2,"Balclutha",128,"Clutha District",72,"Clutha",30,"Otago Region",14,169.748323573277,-46.2348052499228,"ivs_iti5_1280320","Clutha"
1290010,"Kaka Point","ivs_iti4_1290010","Kaka Point",1,2262543,5419985,1352850,4858234,"South",2,"Catlins Forest Park ( Clutha ) ",129,"Clutha District",72,"Clutha",30,"Otago Region",14,169.785777417368,-46.3842745832868,"ivs_iti5_1290010","Clutha"
1290050,"Owaka","ivs_iti4_1290050","Owaka",5,2253179,5412174,1343499,4850401,"South",2,"Catlins Forest Park ( Clutha ) ",129,"Clutha District",72,"Clutha",30,"Otago Region",14,169.660073396114,-46.4511688200552,"ivs_iti5_1290050","Clutha"
1290080,"Catlins","ivs_iti4_1290080","Catlins",8,2257666,5408951,1328094,4837829,"South",2,"Catlins Forest Park ( Clutha ) ",129,"Clutha District",72,"Clutha",30,"Otago Region",14,169.452515300928,-46.5580653536736,"ivs_iti5_1290080","Clutha"
1300010,"Fiordland National Park","ivs_iti4_1300010","Fiordland National Park",1,2056078,5492044,1146000,4930000,"South",2,"Fiordland National Park",130,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,167.174795693184,-45.6348008230009,"ivs_iti5_1300010","Fiordland RTO"
1300075,"Dusky Sound","ivs_iti4_1300075","Dusky Sound",75,2013738,5474195,1103588,4912037,"South",2,"Fiordland National Park",130,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,166.61552715649,-45.7665080308809,"ivs_iti5_1300075","Fiordland RTO"
1310010,"Milford Track","ivs_iti4_1310010","Milford Track",1,2091110,5581127,1181000,5019300,"South",2,"Milford Track",131,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,167.697039097287,-44.856448154359,"ivs_iti5_1310010","Fiordland RTO"
1320035,"Kepler Track","ivs_iti4_1320035","Kepler Track",35,2096563,5514352,1186533,4952411,"South",2,"Milford Sound",132,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,167.711440239432,-45.4592464640453,"ivs_iti5_1320035","Fiordland RTO"
1320050,"Milford Sound","ivs_iti4_1320050","Milford Sound",5,2108032,5603316,1197937,5041538,"South",2,"Milford Sound",132,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,167.928060439953,-44.6667835999706,"ivs_iti5_1320050","Fiordland RTO"
1320060,"Hollyford","ivs_iti4_1320060","Hollyford",6,2125479,5594046,1215416,5032264,"South",2,"Milford Sound",132,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,168.140773977409,-44.7595403411983,"ivs_iti5_1320060","Fiordland RTO"
1320080,"Cascade Creek","ivs_iti4_1320080","Cascade Creek",8,2123263,5577351,1213209,5015543,"South",2,"Milford Sound",132,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,168.100266875056,-44.9083279842489,"ivs_iti5_1320080","Fiordland RTO"
1320100,"Knobs Flat","ivs_iti4_1320100","Knobs Flat",10,2116696,5570951,1206638,5009127,"South",2,"Milford Sound",132,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,168.012349329619,-44.9622693159257,"ivs_iti5_1320100","Fiordland RTO"
1330030,"Nokomai","ivs_iti4_1330030","Nokomai",3,2171371,5514662,1261449,4952823,"South",2,"Lumsden",133,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.666895158834,-45.4958736448831,"ivs_iti5_1330030","Southland RTO"
1330070,"Mossburn","ivs_iti4_1330070","Mossburn",7,2138818,5493568,1228885,4931655,"South",2,"Lumsden",133,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.23542073383,-45.6692019423409,"ivs_iti5_1330070","Southland RTO"
1330080,"Waikaia","ivs_iti4_1330080","Waikaia",8,2186870,5490314,1277000,4928471,"South",2,"Lumsden",133,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.849274166981,-45.7218621570692,"ivs_iti5_1330080","Southland RTO"
1330090,"Lumsden","ivs_iti4_1330090","Lumsden",9,2155456,5486919,1245556,4925023,"South",2,"Lumsden",133,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.443913295733,-45.7374236181367,"ivs_iti5_1330090","Southland RTO"
1330190,"Winton","ivs_iti4_1330190","Winton",19,2148612,5441497,1238785,4879531,"South",2,"Lumsden",133,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.322902941448,-46.1420163864281,"ivs_iti5_1330190","Southland RTO"
1330250,"Edendale","ivs_iti4_1330250","Edendale",25,2185359,5424324,1275609,4862414,"South",2,"Lumsden",133,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.786571023046,-46.3141536594482,"ivs_iti5_1330250","Southland RTO"
1330300,"Wyndham","ivs_iti4_1330300","Wyndham",30,2190182,5422941,1280439,4861040,"South",2,"Lumsden",133,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.848203588056,-46.3287794111598,"ivs_iti5_1330300","Southland RTO"
1340020,"Te Anau","ivs_iti4_1340020","Te Anau",2,2096679,5519058,1186643,4957126,"South",2,"Te Anau",134,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,167.716797705019,-45.417051416023,"ivs_iti5_1340020","Fiordland RTO"
1350010,"Manapouri","ivs_iti4_1350010","Manapouri",1,2088213,5502066,1178185,4940091,"South",2,"Manapouri",135,"Southland District",73,"Fiordland RTO",31,"Southland Region",15,167.594545810976,-45.5646614975945,"ivs_iti5_1350010","Fiordland RTO"
1360015,"Monowai","ivs_iti4_1360015","Monowai",15,2091689,5478259,1181705,4916245,"South",2,"Tuatapere",136,"Southland District",73,"Southland RTO",32,"Southland Region",15,167.618953299348,-45.7804746563043,"ivs_iti5_1360015","Southland RTO"
1360020,"Ohai","ivs_iti4_1360020","Ohai",2,2118796,5462739,1208885,4900746,"South",2,"Tuatapere",136,"Southland District",73,"Southland RTO",32,"Southland Region",15,167.954605848019,-45.935347906917,"ivs_iti5_1360020","Southland RTO"
1360120,"Otautau","ivs_iti4_1360120","Otautau",12,2124145,5439848,1214287,4877830,"South",2,"Tuatapere",136,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.005497637495,-46.1438683769072,"ivs_iti5_1360120","Southland RTO"
1360130,"Tuatapere","ivs_iti4_1360130","Tuatapere",13,2100147,5439700,1190250,4877633,"South",2,"Tuatapere",136,"Southland District",73,"Southland RTO",32,"Southland Region",15,167.695391458477,-46.1316340114652,"ivs_iti5_1360130","Southland RTO"
1360145,"Clifden","ivs_iti4_1360145","Clifden",145,2101627,5451085,1191710,4889041,"South",2,"Tuatapere",136,"Southland District",73,"Southland RTO",32,"Southland Region",15,167.723992857636,-46.0302703039004,"ivs_iti5_1360145","Southland RTO"
1360190,"Orepuki","ivs_iti4_1360190","Orepuki",19,2103402,5423299,1193592,4863795,"South",2,"Tuatapere",136,"Southland District",73,"Southland RTO",32,"Southland Region",15,167.726588352107,-46.2576464237869,"ivs_iti5_1360190","Southland RTO"
1360240,"Riverton","ivs_iti4_1360240","Riverton",24,2125946,5416041,1216142,4853991,"South",2,"Tuatapere",136,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.010030244346,-46.3586524502257,"ivs_iti5_1360240","Southland RTO"
1380020,"Tokanui ( Catlins Forest Park ( Southland )  )","ivs_iti4_1380020","Tokanui",2,2198100,5397192,1288422,4835287,"South",2,"Catlins Forest Park ( Southland ) ",138,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.934461084813,-46.5636810992658,"ivs_iti5_1380020","Southland RTO"
1380070,"Waikawa ( Catlins Forest Park ( Southland )  )","ivs_iti4_1380070","Waikawa",7,2213101,5391001,1303449,4829126,"South",2,"Catlins Forest Park ( Southland ) ",138,"Southland District",73,"Southland RTO",32,"Southland Region",15,169.126123060611,-46.6257949284688,"ivs_iti5_1380070","Southland RTO"
1390100,"Pukerau","ivs_iti4_1390100","Pukerau",10,2207038,5449690,1297256,4887846,"South",2,"Gore",139,"Gore District",74,"Southland RTO",32,"Southland Region",15,169.083331457371,-46.0958107819545,"ivs_iti5_1390100","Southland RTO"
1390110,"Gore","ivs_iti4_1390110","Gore",11,2195955,5448576,1286166,4886710,"South",2,"Gore",139,"Gore District",74,"Southland RTO",32,"Southland Region",15,168.939466481401,-46.1010077140839,"ivs_iti5_1390110","Southland RTO"
1390120,"Mataura","ivs_iti4_1390120","Mataura",12,2190682,5438065,1280909,4876179,"South",2,"Gore",139,"Gore District",74,"Southland RTO",32,"Southland Region",15,168.864541342894,-46.1931069678823,"ivs_iti5_1390120","Southland RTO"
1400040,"Invercargill","ivs_iti4_1400040","Invercargill",4,2152596,5411631,1242838,4849635,"South",2,"Invercargill",140,"Invercargill City",75,"Southland RTO",32,"Southland Region",15,168.352540439884,-46.4123286362537,"ivs_iti5_1400040","Southland RTO"
1400090,"Bluff","ivs_iti4_1400090","Bluff",9,2153682,5389119,1243979,4827098,"South",2,"Invercargill",140,"Invercargill City",75,"Southland RTO",32,"Southland Region",15,168.35008993361,-46.6150866858723,"ivs_iti5_1400090","Southland RTO"
1410080,"Ulva Island","ivs_iti4_1410080","Ulva Island",8,2139078,5352849,1229452,4790744,"Stewart",3,"Rakiura National Park",141,"Southland District",73,"Southland RTO",32,"Southland Region",15,168.131678633102,-46.9332079825099,"ivs_iti5_1410080","Southland RTO"
1410100,"Stewart Island","ivs_iti4_1410100","Stewart Island",10,2123192,5344619,1213568,4782457,"Stewart",3,"Rakiura National Park",141,"Southland District",73,"Southland RTO",32,"Southland Region",15,167.916763758044,-46.9984377078539,"ivs_iti5_1410100","Southland RTO"
